entity_id,entity_type,is_mule,passthrough_ratio,fan_in_count,fan_out_count,layering_depth,sim_switch_count,device_share_count,account_age_days,total_turnover,odd_hour_txn_count,betweenness_centrality,pagerank,in_degree,out_degree,unique_counterparties
DECOY_008,DECOY,False,0.0196,2,2,0,3,3,1949.2876,42555.589,1,0.0004,0.0017,2,2,3
DECOY_009,DECOY,False,0.1355,7,1,0,0,1,1071.9674,178523.8167,2,0.012,0.005,2,6,4
DECOY_010,DECOY,False,0.1418,48,1,0,0,1,806.8948,1746669.0082,1,0.009,0.0034,22,3,46
DECOY_011,DECOY,False,0.0196,2,2,0,3,3,1949.2876,42555.589,1,0.0004,0.0017,2,2,3
DECOY_012,DECOY,False,0.1355,7,1,0,0,1,1071.9674,178523.8167,2,0.012,0.005,2,6,4
DECOY_013,DECOY,False,0.1418,48,1,0,0,1,806.8948,1746669.0082,1,0.009,0.0034,22,3,46
DECOY_014,DECOY,False,0.0196,2,2,0,3,3,1949.2876,42555.589,1,0.0004,0.0017,2,2,3
DECOY_015,DECOY,False,0.1355,7,1,0,0,1,1071.9674,178523.8167,2,0.012,0.005,2,6,4
DECOY_016,DECOY,False,0.1418,48,1,0,0,1,806.8948,1746669.0082,1,0.009,0.0034,22,3,46
DECOY_017,DECOY,False,0.0196,2,2,0,3,3,1949.2876,42555.589,1,0.0004,0.0017,2,2,3
DECOY_018,DECOY,False,0.1355,7,1,0,0,1,1071.9674,178523.8167,2,0.012,0.005,2,6,4
DECOY_019,DECOY,False,0.1418,48,1,0,0,1,806.8948,1746669.0082,1,0.009,0.0034,22,3,46
DECOY_020,DECOY,False,0.0196,2,2,0,3,3,1949.2876,42555.589,1,0.0004,0.0017,2,2,3
DECOY_021,DECOY,False,0.1355,7,1,0,0,1,1071.9674,178523.8167,2,0.012,0.005,2,6,4
DECOY_022,DECOY,False,0.1418,48,1,0,0,1,806.8948,1746669.0082,1,0.009,0.0034,22,3,46
DECOY_023,DECOY,False,0.0196,2,2,0,3,3,1949.2876,42555.589,1,0.0004,0.0017,2,2,3
DECOY_024,DECOY,False,0.1355,7,1,0,0,1,1071.9674,178523.8167,2,0.012,0.005,2,6,4
DECOY_025,DECOY,False,0.1418,48,1,0,0,1,806.8948,1746669.0082,1,0.009,0.0034,22,3,46
DECOY_026,DECOY,False,0.0196,2,2,0,3,3,1949.2876,42555.589,1,0.0004,0.0017,2,2,3
DECOY_027,DECOY,False,0.1355,7,1,0,0,1,1071.9674,178523.8167,2,0.012,0.005,2,6,4
DECOY_028,DECOY,False,0.1418,48,1,0,0,1,806.8948,1746669.0082,1,0.009,0.0034,22,3,46
DECOY_029,DECOY,False,0.0196,2,2,0,3,3,1949.2876,42555.589,1,0.0004,0.0017,2,2,3
DECOY_030,DECOY,False,0.1355,7,1,0,0,1,1071.9674,178523.8167,2,0.012,0.005,2,6,4
INNOCENT_0001,INNOCENT,False,0.0524,4,3,0,1,2,1469.2331,60888.7897,0,0.053,0.0077,4,4,4
INNOCENT_0002,INNOCENT,False,0.3699,3,1,1,1,1,413.3486,28927.5798,1,0.0335,0.0078,2,5,2
INNOCENT_0003,INNOCENT,False,0.3217,5,3,0,1,2,94.5692,22719.6554,0,0.0637,0.0026,6,3,6
INNOCENT_0004,INNOCENT,False,0.2424,5,5,1,1,1,1384.5462,85750.5352,1,0.0522,0.0071,2,4,6
INNOCENT_0005,INNOCENT,False,0.0947,2,5,1,1,2,411.1066,14245.2125,1,0.0117,0.0068,5,3,4
INNOCENT_0006,INNOCENT,False,0.0575,5,5,1,0,1,586.0805,23982.5227,0,0.0017,0.0014,2,2,10
INNOCENT_0007,INNOCENT,False,0.2365,1,3,1,1,1,1181.1278,101400.7212,2,0.0681,0.0013,7,4,2
INNOCENT_0008,INNOCENT,False,0.0947,2,2,1,1,2,208.2999,75349.2136,1,0.0419,0.0017,1,6,2
INNOCENT_0009,INNOCENT,False,0.3699,1,4,0,1,2,3297.6044,195934.5654,0,0.0624,0.0055,6,5,9
INNOCENT_0010,INNOCENT,False,0.0538,5,3,0,1,2,1705.3337,77632.8097,2,0.0512,0.0029,1,1,5
INNOCENT_0011,INNOCENT,False,0.1668,3,4,0,0,1,1356.3407,66171.6173,1,0.0549,0.0031,3,6,11
INNOCENT_0012,INNOCENT,False,0.3665,5,3,1,0,1,3101.789,130864.8808,1,0.0644,0.0047,6,5,1
INNOCENT_0013,INNOCENT,False,0.294,2,1,0,1,2,3145.803,27288.4646,2,0.0076,0.0061,5,5,1
INNOCENT_0014,INNOCENT,False,0.3744,4,1,1,1,1,2179.1289,156742.1968,2,0.0636,0.0076,1,2,8
INNOCENT_0015,INNOCENT,False,0.038,3,3,1,0,1,2075.1212,114913.6723,1,0.0418,0.0063,4,7,9
INNOCENT_0016,INNOCENT,False,0.1969,2,3,0,1,2,453.9149,18454.0934,0,0.0526,0.0039,7,6,3
INNOCENT_0017,INNOCENT,False,0.1335,4,4,1,1,2,1009.3365,73474.2115,1,0.0126,0.002,3,1,11
INNOCENT_0018,INNOCENT,False,0.1752,4,2,0,1,1,3418.8268,156279.9973,1,0.0383,0.0036,5,7,1
INNOCENT_0019,INNOCENT,False,0.3805,4,3,0,0,2,2336.2075,25262.414,1,0.0549,0.0011,5,1,5
INNOCENT_0020,INNOCENT,False,0.3302,3,2,1,0,1,1122.9772,183769.9372,1,0.0625,0.0018,3,7,1
INNOCENT_0021,INNOCENT,False,0.1136,5,4,1,0,1,3646.7591,133471.2625,0,0.0072,0.0073,5,7,1
INNOCENT_0022,INNOCENT,False,0.0963,3,1,1,1,2,3326.5104,131597.5388,0,0.0029,0.001,2,1,10
INNOCENT_0023,INNOCENT,False,0.3206,4,5,0,0,2,237.1796,160391.8069,2,0.0618,0.0059,7,6,10
INNOCENT_0024,INNOCENT,False,0.0161,3,2,0,0,2,2727.581,126372.3571,1,0.0681,0.0021,6,6,1
INNOCENT_0025,INNOCENT,False,0.1083,1,1,1,1,2,2243.7879,11845.5627,0,0.0034,0.0072,5,4,8
INNOCENT_0026,INNOCENT,False,0.0693,2,1,1,0,1,1689.9895,157032.1087,2,0.0509,0.005,4,2,3
INNOCENT_0027,INNOCENT,False,0.1205,5,3,1,1,2,2380.224,188178.2875,0,0.0407,0.0038,2,7,6
INNOCENT_0028,INNOCENT,False,0.0477,5,1,1,0,1,1579.0096,122586.5219,0,0.0508,0.0039,2,3,10
INNOCENT_0029,INNOCENT,False,0.2353,2,4,0,1,1,1544.6082,95352.4023,0,0.0458,0.005,2,5,8
INNOCENT_0030,INNOCENT,False,0.2592,3,4,1,0,1,2017.9027,86852.2208,2,0.0501,0.0035,7,4,9
INNOCENT_0031,INNOCENT,False,0.3546,4,1,1,1,2,1913.3959,160174.2117,0,0.067,0.0045,3,1,2
INNOCENT_0032,INNOCENT,False,0.0288,5,5,1,0,1,1239.5507,35425.8946,0,0.0251,0.0062,7,1,5
INNOCENT_0033,INNOCENT,False,0.3426,5,3,0,1,1,2205.0423,24814.8386,1,0.0767,0.008,3,4,9
INNOCENT_0034,INNOCENT,False,0.1244,4,4,0,1,2,2350.0169,3134.8014,1,0.0167,0.0047,4,2,8
INNOCENT_0035,INNOCENT,False,0.3345,1,5,1,1,2,3067.4324,198074.0112,1,0.0359,0.0037,1,3,1
INNOCENT_0036,INNOCENT,False,0.3021,1,3,0,0,2,684.9545,181513.6208,0,0.0036,0.0026,2,3,3
INNOCENT_0037,INNOCENT,False,0.2346,3,4,0,0,1,912.0762,168874.0886,2,0.0519,0.0057,5,6,9
INNOCENT_0038,INNOCENT,False,0.0232,4,2,1,1,2,3087.0135,97031.9292,1,0.0615,0.007,3,4,5
INNOCENT_0039,INNOCENT,False,0.2348,5,1,1,0,1,1835.7174,106750.7972,1,0.0319,0.0074,1,5,7
INNOCENT_0040,INNOCENT,False,0.071,1,2,0,0,1,3387.4069,90193.2583,0,0.0246,0.0052,4,1,5
INNOCENT_0041,INNOCENT,False,0.2812,2,3,1,1,2,2275.6949,96023.6689,2,0.0723,0.006,6,2,11
INNOCENT_0042,INNOCENT,False,0.3128,3,5,0,0,2,1623.1211,111067.6567,2,0.0523,0.0078,1,7,2
INNOCENT_0043,INNOCENT,False,0.2935,2,5,1,1,1,478.4086,9148.4451,1,0.0392,0.0079,6,7,6
INNOCENT_0044,INNOCENT,False,0.3912,2,3,0,1,2,2040.7714,160609.8976,0,0.074,0.0068,2,1,1
INNOCENT_0045,INNOCENT,False,0.0195,2,2,0,1,2,2611.9947,154970.4159,0,0.0592,0.0066,7,3,1
INNOCENT_0046,INNOCENT,False,0.0938,1,4,0,1,1,1892.9582,135780.1925,0,0.0024,0.0038,5,7,7
INNOCENT_0047,INNOCENT,False,0.0951,4,3,1,1,1,3119.1077,60489.7866,2,0.0318,0.0029,5,4,10
INNOCENT_0048,INNOCENT,False,0.075,4,1,1,0,1,2952.9024,199749.9306,2,0.0237,0.0039,4,1,2
INNOCENT_0049,INNOCENT,False,0.399,3,5,1,1,2,1450.3761,183144.4533,0,0.0107,0.0036,4,1,1
INNOCENT_0050,INNOCENT,False,0.0808,3,1,0,0,2,1272.7187,84655.9725,1,0.0767,0.0063,4,4,11
INNOCENT_0051,INNOCENT,False,0.3588,2,2,0,1,1,3320.8146,106378.869,2,0.0473,0.0056,6,1,4
INNOCENT_0052,INNOCENT,False,0.0965,2,2,0,0,1,1055.3539,112736.3895,2,0.0634,0.0065,5,4,10
INNOCENT_0053,INNOCENT,False,0.3979,3,3,1,0,2,3297.2454,157730.3774,1,0.045,0.0017,2,3,8
INNOCENT_0054,INNOCENT,False,0.3821,4,3,1,0,1,3504.3838,21497.5341,0,0.0033,0.0027,5,1,11
INNOCENT_0055,INNOCENT,False,0.2064,3,4,0,0,1,433.9933,77516.3712,2,0.0559,0.0024,1,7,4
INNOCENT_0056,INNOCENT,False,0.1577,2,3,0,0,1,3153.2077,1245.3794,0,0.0407,0.0044,1,3,5
INNOCENT_0057,INNOCENT,False,0.3122,3,3,1,1,1,1197.4154,49254.0878,2,0.0547,0.0026,4,6,4
INNOCENT_0058,INNOCENT,False,0.3722,3,1,0,0,2,574.6435,10427.43,2,0.0111,0.0074,1,1,11
INNOCENT_0059,INNOCENT,False,0.0125,1,1,0,1,2,904.7328,114273.198,0,0.068,0.001,5,2,10
INNOCENT_0060,INNOCENT,False,0.2476,3,1,1,1,2,950.4338,183839.9425,2,0.0364,0.0052,7,7,1
INNOCENT_0061,INNOCENT,False,0.3253,2,1,0,1,2,2204.6568,44054.7833,1,0.0254,0.0015,3,7,1
INNOCENT_0062,INNOCENT,False,0.1386,2,1,1,0,2,2593.2903,147977.4969,2,0.0254,0.0072,2,5,3
INNOCENT_0063,INNOCENT,False,0.0575,1,4,1,0,1,1866.3996,198363.1207,0,0.0013,0.008,1,5,7
INNOCENT_0064,INNOCENT,False,0.0508,3,5,0,1,1,2280.8871,55364.2511,1,0.004,0.0052,1,3,4
INNOCENT_0065,INNOCENT,False,0.3345,4,1,0,0,2,867.2356,174903.8111,2,0.0489,0.0049,2,4,5
INNOCENT_0066,INNOCENT,False,0.271,3,4,1,1,1,3589.9698,84435.2052,2,0.0412,0.0011,1,6,4
INNOCENT_0067,INNOCENT,False,0.1632,3,5,0,1,2,1459.9262,136833.738,1,0.0769,0.0022,2,5,3
INNOCENT_0068,INNOCENT,False,0.3436,5,5,0,0,1,2685.2516,175794.781,1,0.0303,0.0046,1,6,8
INNOCENT_0069,INNOCENT,False,0.3132,4,5,1,0,1,3302.3833,173248.9353,2,0.008,0.0024,6,4,9
INNOCENT_0070,INNOCENT,False,0.0093,2,5,1,0,2,3243.0073,79531.3477,2,0.0255,0.0053,4,5,5
INNOCENT_0071,INNOCENT,False,0.2407,3,3,1,1,1,742.2067,76063.9906,1,0.0105,0.0021,3,3,8
INNOCENT_0072,INNOCENT,False,0.1358,1,5,1,0,1,2757.6865,176326.1743,0,0.0222,0.0024,7,2,6
INNOCENT_0073,INNOCENT,False,0.1874,3,3,0,0,1,1772.9987,191907.1372,0,0.0396,0.0018,5,2,3
INNOCENT_0074,INNOCENT,False,0.1179,2,4,0,1,2,3594.1384,196490.9699,2,0.0762,0.0015,3,1,11
INNOCENT_0075,INNOCENT,False,0.2212,2,3,0,1,2,2262.6574,108930.5161,1,0.0203,0.0021,2,1,10
INNOCENT_0076,INNOCENT,False,0.2337,3,4,1,0,2,1495.575,152242.9794,1,0.0618,0.0024,5,7,5
INNOCENT_0077,INNOCENT,False,0.3584,1,4,0,0,1,3094.2523,36718.9224,1,0.036,0.0027,3,7,8
INNOCENT_0078,INNOCENT,False,0.3405,3,5,1,0,2,929.2312,49714.5038,1,0.0129,0.0076,1,7,1
INNOCENT_0079,INNOCENT,False,0.2071,4,2,0,0,2,1972.3762,87478.0539,1,0.0101,0.0077,1,1,6
INNOCENT_0080,INNOCENT,False,0.3813,1,1,0,1,2,946.5283,6980.8612,0,0.0095,0.0074,1,3,11
INNOCENT_0081,INNOCENT,False,0.186,4,5,0,1,2,707.805,197732.1758,0,0.0593,0.0043,6,6,2
INNOCENT_0082,INNOCENT,False,0.3683,4,2,1,0,2,2905.9345,124919.0403,1,0.0601,0.0066,6,2,3
INNOCENT_0083,INNOCENT,False,0.1752,5,2,1,1,1,3625.994,56898.3808,2,0.0367,0.0019,1,4,2
INNOCENT_0084,INNOCENT,False,0.2529,3,2,0,1,2,2658.7721,92758.7866,0,0.0528,0.0052,1,4,7
INNOCENT_0085,INNOCENT,False,0.1371,5,3,0,0,2,3092.5474,9010.4942,2,0.0714,0.0062,4,2,11
INNOCENT_0086,INNOCENT,False,0.2126,4,4,0,0,1,1356.1345,147963.6318,2,0.0323,0.0049,2,6,7
INNOCENT_0087,INNOCENT,False,0.3628,3,2,0,0,2,1269.352,82223.177,1,0.0101,0.0016,4,3,8
INNOCENT_0088,INNOCENT,False,0.2622,4,4,0,0,2,746.0716,155852.1331,0,0.0689,0.0027,7,5,2
INNOCENT_0089,INNOCENT,False,0.1101,1,4,0,0,1,2472.5463,182155.0551,2,0.0434,0.0059,2,6,11
INNOCENT_0090,INNOCENT,False,0.244,4,2,0,1,1,3563.5848,80535.5509,0,0.0548,0.0012,4,3,8
INNOCENT_0091,INNOCENT,False,0.2441,5,2,0,0,2,3121.4234,65120.9191,2,0.0392,0.0054,4,6,4
INNOCENT_0092,INNOCENT,False,0.0977,3,5,1,1,1,3571.1,149253.3136,2,0.0612,0.0063,1,4,7
INNOCENT_0093,INNOCENT,False,0.0961,3,4,1,1,1,963.2664,117606.3134,1,0.0175,0.0067,3,3,10
INNOCENT_0094,INNOCENT,False,0.0671,2,1,0,0,1,3067.8094,28527.485,2,0.0619,0.0018,1,3,5
INNOCENT_0095,INNOCENT,False,0.077,5,5,0,0,1,2273.2001,186647.2557,0,0.0056,0.002,7,5,9
INNOCENT_0096,INNOCENT,False,0.1083,3,5,0,1,1,3043.756,36094.9196,0,0.0339,0.0049,2,4,4
INNOCENT_0097,INNOCENT,False,0.2611,4,1,1,0,2,1899.583,19944.6183,2,0.0781,0.0032,6,3,6
INNOCENT_0098,INNOCENT,False,0.1699,2,1,0,1,2,2880.6192,166591.895,1,0.0657,0.0039,3,3,3
INNOCENT_0099,INNOCENT,False,0.3206,4,1,0,0,2,550.9495,175934.6872,2,0.0123,0.0047,1,2,1
INNOCENT_0100,INNOCENT,False,0.0211,2,1,0,0,2,156.1148,130799.2637,2,0.0659,0.0022,1,2,1
INNOCENT_0101,INNOCENT,False,0.3292,5,3,1,0,2,365.777,79501.8221,1,0.0206,0.0063,6,2,6
INNOCENT_0102,INNOCENT,False,0.3001,4,3,0,0,1,784.3332,150546.6713,0,0.0095,0.0016,3,2,2
INNOCENT_0103,INNOCENT,False,0.3292,1,1,0,1,2,526.7048,131054.4253,0,0.0314,0.0071,4,7,11
INNOCENT_0104,INNOCENT,False,0.3491,3,1,1,0,1,1076.4826,147210.301,1,0.0453,0.0049,3,6,5
INNOCENT_0105,INNOCENT,False,0.0106,4,3,0,1,2,1790.0153,52776.7464,0,0.0606,0.0068,3,3,7
INNOCENT_0106,INNOCENT,False,0.1541,4,2,0,1,1,2072.0244,135653.8241,0,0.0053,0.001,1,2,7
INNOCENT_0107,INNOCENT,False,0.2585,5,4,0,1,2,1731.2405,95742.2596,2,0.0048,0.0025,7,4,7
INNOCENT_0108,INNOCENT,False,0.0782,2,4,0,0,2,779.2863,85124.0728,0,0.0141,0.0019,5,7,2
INNOCENT_0109,INNOCENT,False,0.1443,2,2,0,1,1,988.602,122486.5284,1,0.0711,0.0075,2,5,2
INNOCENT_0110,INNOCENT,False,0.043,1,1,0,1,1,3115.624,151100.0315,0,0.0656,0.0047,2,7,5
INNOCENT_0111,INNOCENT,False,0.1605,1,1,0,0,2,2118.2367,161432.0021,2,0.0783,0.0045,2,4,6
INNOCENT_0112,INNOCENT,False,0.3884,5,2,1,0,2,493.5505,64896.0397,1,0.0155,0.0017,6,7,1
INNOCENT_0113,INNOCENT,False,0.1435,3,4,0,0,1,2322.0,185427.1089,2,0.0313,0.0033,7,2,5
INNOCENT_0114,INNOCENT,False,0.2272,2,3,0,1,1,1190.9903,69800.4303,1,0.0303,0.0017,3,2,6
INNOCENT_0115,INNOCENT,False,0.1556,4,5,0,1,2,2765.0531,52227.0501,1,0.0742,0.0052,6,1,8
INNOCENT_0116,INNOCENT,False,0.021,4,5,1,0,1,2125.8986,1919.141,2,0.0031,0.0058,7,4,1
INNOCENT_0117,INNOCENT,False,0.2974,1,1,1,0,1,1716.0419,2089.1487,1,0.0265,0.0072,6,7,5
INNOCENT_0118,INNOCENT,False,0.226,1,2,1,0,1,1827.6575,107761.0968,2,0.0772,0.0077,6,6,10
INNOCENT_0119,INNOCENT,False,0.2377,1,5,1,1,1,396.0043,162381.6175,1,0.0452,0.0079,4,6,7
INNOCENT_0120,INNOCENT,False,0.17,5,2,0,0,1,2906.997,167705.6548,0,0.0228,0.0031,6,7,1
INNOCENT_0121,INNOCENT,False,0.2082,1,3,0,0,2,621.478,133997.8174,0,0.0495,0.0013,3,5,6
INNOCENT_0122,INNOCENT,False,0.2089,5,2,0,0,2,1275.7907,20265.2197,0,0.0758,0.0038,2,6,5
INNOCENT_0123,INNOCENT,False,0.0323,5,3,1,1,2,2325.9287,86376.1982,0,0.0029,0.0047,4,3,11
INNOCENT_0124,INNOCENT,False,0.3835,4,1,0,1,2,3298.8207,9977.8344,0,0.0749,0.0069,7,1,4
INNOCENT_0125,INNOCENT,False,0.3339,1,5,0,1,2,3344.9964,113922.1746,2,0.0356,0.0014,3,2,11
INNOCENT_0126,INNOCENT,False,0.1243,4,1,1,0,1,371.3155,173593.3051,2,0.0566,0.0068,1,7,7
INNOCENT_0127,INNOCENT,False,0.3774,5,4,0,1,2,2005.346,109155.6234,2,0.0777,0.0059,7,6,6
INNOCENT_0128,INNOCENT,False,0.1826,5,2,0,0,1,354.9067,16409.781,1,0.0624,0.0041,2,7,10
INNOCENT_0129,INNOCENT,False,0.0141,4,2,0,1,1,3562.1644,44522.141,1,0.0749,0.0078,4,1,3
INNOCENT_0130,INNOCENT,False,0.0196,2,1,1,0,1,2088.2224,182577.3105,0,0.043,0.0054,6,2,6
INNOCENT_0131,INNOCENT,False,0.2471,5,4,1,1,2,1289.4008,19025.2326,1,0.035,0.0076,2,6,5
INNOCENT_0132,INNOCENT,False,0.3083,1,3,0,0,2,2394.5546,134897.8255,0,0.0348,0.0026,6,6,10
INNOCENT_0133,INNOCENT,False,0.3747,1,4,0,1,1,1831.4847,104390.37,0,0.0349,0.008,4,1,6
INNOCENT_0134,INNOCENT,False,0.1912,5,3,1,0,2,855.2433,127884.1871,1,0.0041,0.0079,1,4,6
INNOCENT_0135,INNOCENT,False,0.1902,5,4,0,1,2,2376.4251,156569.6525,2,0.051,0.007,3,6,7
INNOCENT_0136,INNOCENT,False,0.1391,3,4,1,1,2,1372.7026,85591.2717,2,0.065,0.0045,1,6,6
INNOCENT_0137,INNOCENT,False,0.0862,3,3,1,0,1,748.8729,125738.1716,0,0.0716,0.0029,6,4,2
INNOCENT_0138,INNOCENT,False,0.3824,5,1,0,0,1,1946.3967,176682.2876,0,0.0608,0.006,6,2,9
INNOCENT_0139,INNOCENT,False,0.1914,2,5,0,0,1,1146.1662,26327.9635,2,0.0564,0.0015,4,3,6
INNOCENT_0140,INNOCENT,False,0.3129,3,4,0,1,1,3000.4166,48909.8612,1,0.0289,0.0022,2,4,4
INNOCENT_0141,INNOCENT,False,0.0964,2,5,1,0,1,1017.5517,27047.1758,0,0.0242,0.0036,4,7,3
INNOCENT_0142,INNOCENT,False,0.3053,1,5,0,0,2,3169.1636,199767.0978,1,0.0491,0.0072,6,7,6
INNOCENT_0143,INNOCENT,False,0.1844,4,4,0,1,1,1757.4663,99368.5922,1,0.0455,0.0049,3,5,10
INNOCENT_0144,INNOCENT,False,0.0435,4,2,0,1,1,3631.2637,174709.4913,2,0.0712,0.0032,1,3,9
INNOCENT_0145,INNOCENT,False,0.2425,2,4,1,0,1,2046.3465,59963.6265,0,0.0156,0.0014,2,5,11
INNOCENT_0146,INNOCENT,False,0.1612,1,5,0,1,2,665.1733,162585.6521,0,0.0212,0.0074,6,1,4
INNOCENT_0147,INNOCENT,False,0.3258,4,3,0,1,1,3521.5584,53654.9235,0,0.0346,0.0028,4,6,9
INNOCENT_0148,INNOCENT,False,0.3087,3,2,1,1,2,45.5869,114662.305,0,0.0795,0.0013,2,2,10
INNOCENT_0149,INNOCENT,False,0.324,3,4,0,0,1,2734.4144,74937.0985,0,0.0156,0.0039,2,4,6
INNOCENT_0150,INNOCENT,False,0.3447,3,4,1,1,1,1520.8733,81267.5262,2,0.0739,0.0027,7,6,1
INNOCENT_0151,INNOCENT,False,0.0391,4,3,0,0,1,701.0585,93301.794,0,0.0637,0.0074,3,4,9
INNOCENT_0152,INNOCENT,False,0.1064,4,2,0,0,1,3446.5501,81007.5118,0,0.018,0.0069,5,3,3
INNOCENT_0153,INNOCENT,False,0.0648,1,4,1,0,2,793.5825,183561.7223,1,0.0679,0.0026,6,4,1
INNOCENT_0154,INNOCENT,False,0.347,3,2,0,1,2,494.4216,156386.8325,2,0.0751,0.0061,7,4,1
INNOCENT_0155,INNOCENT,False,0.211,5,5,1,0,2,2742.6574,58283.1203,1,0.0191,0.0045,1,5,6
INNOCENT_0156,INNOCENT,False,0.2331,5,2,1,1,2,923.1447,147568.1203,2,0.0542,0.0047,6,2,4
INNOCENT_0157,INNOCENT,False,0.3843,4,1,1,1,2,3592.7507,71058.0842,1,0.0379,0.0079,5,2,2
INNOCENT_0158,INNOCENT,False,0.1649,4,5,0,0,2,1415.675,196015.7294,2,0.0707,0.0031,2,6,3
INNOCENT_0159,INNOCENT,False,0.2425,2,2,1,1,2,118.512,44811.4203,2,0.0451,0.0045,5,4,1
INNOCENT_0160,INNOCENT,False,0.1393,5,5,1,0,2,3451.4368,11125.2662,1,0.06,0.0028,4,7,3
INNOCENT_0161,INNOCENT,False,0.3543,4,2,0,1,2,2850.9572,49894.2489,2,0.0022,0.0077,2,4,8
INNOCENT_0162,INNOCENT,False,0.2542,2,4,1,1,1,1657.3067,128447.4032,1,0.0161,0.0072,6,6,1
INNOCENT_0163,INNOCENT,False,0.2314,2,1,0,0,2,3298.4715,184457.6038,2,0.0135,0.0025,3,1,1
INNOCENT_0164,INNOCENT,False,0.048,2,1,0,1,1,509.8023,165623.6645,0,0.0464,0.0064,1,5,5
INNOCENT_0165,INNOCENT,False,0.2554,5,3,1,1,2,1649.5618,69866.7008,0,0.0136,0.0066,4,6,3
INNOCENT_0166,INNOCENT,False,0.0614,4,2,1,1,2,2513.5005,171425.5165,0,0.0062,0.0064,2,3,9
INNOCENT_0167,INNOCENT,False,0.2756,2,4,1,0,1,2089.1784,58676.9887,1,0.0497,0.0053,4,2,7
INNOCENT_0168,INNOCENT,False,0.054,2,4,1,1,2,298.1354,89920.9296,2,0.0327,0.0016,7,2,4
INNOCENT_0169,INNOCENT,False,0.2972,3,4,0,1,2,2005.7898,152323.9154,2,0.0399,0.0053,4,6,11
INNOCENT_0170,INNOCENT,False,0.1967,5,3,1,1,2,290.0982,103621.8003,2,0.0385,0.0075,3,4,7
INNOCENT_0171,INNOCENT,False,0.3849,3,3,0,1,1,815.2364,19942.3201,1,0.0346,0.0064,1,4,9
INNOCENT_0172,INNOCENT,False,0.0129,2,3,1,0,1,635.8613,125701.2043,2,0.0261,0.0055,3,3,4
